"city_code","station","time","transcript"
"ZXDiy5og","107_7_MTY","2022-11-23 05:35:00.000","momento DE comparte sus experiencias sin pedirle nada a cambio. Cámara Nacional de la Industria de dio en primera emisión información sólida siempre. Oro en Imagen Informativa, poniendo a México en la misma sintonía. Imagen poniendo a México. En la misma sintonía. canción DE cautiva A A veces no puedes alejarlo. Sabes que nunca te juzgaría."
"ZXDiy5og","107_7_MTY","2022-11-23 05:44:59.000","a setenta y seis años de la constitución de nuestro sindicato. Este veinticinco de noviembre haremos modificaciones al Estatuto que rige nuestra institución en este Congreso y los trabajadores del destino. Analizaremos, propondremos y revisaremos la actualización de la norma que nos mandata para la defensa de nuestros representados. Veinticinco de noviembre. Congreso de Reforma Estatutaria de ocho de la mañana a ocho de la noche. Me in Sindicato de vanguardia. comparte sus experiencias, impedirte nada a cambio y hacer"
"ZXDiy5og","107_7_MTY","2022-11-23 05:50:00.000","Cámara Nacional de la Industria de radio y televisión."
"ZXDiy5og","107_7_MTY","2022-11-23 05:59:59.000","qué tal? Me da mucho gusto darle la bienvenida. Imagen empresarial en esta mañana de miércoles Es veintitrés de noviembre. Tenemos mucha información economía, negocios y finanzas. Como siempre Invitaria que me escriba me encuentra en Twitter en arroba ropa también en Facebook cuando cambiaron el rock PAC no es ciento cinco. También en instauran encuentra como soy RAP AP y quiero ver un saludo esta mañana Mexic al IVA que California ella no escuchan a través del ciento cinco punto cinco del FMI Un abrazo a Reina Terra medios Aguilar y a todo el equipo que encabeza Haya en Mexicali Y Comenzamos con el resumen del programa mira. Primero le cuento que en medio de la reciente polémica y luego de que quedar describe el actual miembro de la Junta de gobierno, el Banco de México perdió la constituyen da por la presidencia. El Banco Interamericano de Desarrollo la Secretaría de Hacienda publicó una nota informativa en la que negó que el Gobierno de nuestro país haya es un estado, un préstamo de seis cientos millones de dólares al Organismo Internacional para financiar programas sociales. De acuerdo con la dependencia Gobierno federal El en ha financiado los podía marciales utilizando recursos provenientes del combate, la corrupción y mediante la eficiencia recaudatoria. Además resaltó que el acto la administración ha reducido en un el uso de líneas crediticias por parte de la banca multilateral y que el financiamiento neto ha sido de cuarenta y cinco por ciento, menor a que las realizadas en los primeros cuatro años de la administración anterior. Fue lo que dijo la secretaria de, hacen Por otro lado y en otros temas le cuento que ayer se debe conocer los datos de la Encuesta City. Iban a més interesante practicante, digamos. Lo más relevante es que todos en ZIP, Aunque en la última decisión de política monetaria de este año estarían aumentando en cincuenta puntos base el Banco Central y no en setenta y cinco, sólo uno de ellos anticipa setenta y cinco. Por Los base y general se ve un crecimiento en la mediana de dos punto cinco por ciento para el dos mil veintidós En ese contexto también se ve una inflación de ocho punto cuarenta y ocho por ciento. Así estaría cerrando de acuerdo a las previsiones de se encuesta que se realizar cada quince días. Se va publicando y bueno en el sentido. Para el dos mil veintitrés se anticipó un crecimiento económico de cero punto nueve por ciento En otros temas. La secretaria de Economía dio a conocer los datos de la inversión en Francia la Liga."
"ZXDiy5og","107_7_MTY","2022-11-23 06:05:00.000","del tercer trimestre del año, es decir, entre enero y septiembre, y de acuerdo a ello, la inversión extranjera directa ascendió a treinta y dos mil ciento cuarenta y siete millones de dólares. Esto representa un avance de veintinueve por ciento y es el monto más alto desde mil novecientos noventa y nueve que realmente hay el famoso New York o la reconfiguración de las quemas de suministro. Estás leyendo mucha inversión a México y así se está reflejando en los datos. Es interesante porque por primera vez en varios años, las nuevas inversiones son el principal componente, con cuarenta y cinco por ciento, mientras que la reinversión Montilla de subir que en el cuarenta y tres por ciento poquito bajo y cuentas entre compañías once por ciento Por Otro lado también destaca cuáles son los países desde Donde más bien de la inversión extranjera. En primer lugar fue Estados Unidos practicantes con cuarenta por ciento En segundo Canadá con nueve punto cinco por ciento España. En tercer lugar, siete punto uno por ciento, Argentina cuatro punto nueve por ciento y sea pon tres punto nueve por ciento, son algunas de las cifras. Las manos facturas son el principal componente Luego vienen transportes medios más sin vivos en eses financieros, en cuarto lugar y comercio bueno, factura con treinta y seis por ciento es el primer lugar y particularmente el sirvamos por subsector, fabricación de equipo de transporte o el treinta y siete por ciento industrias metálicas básicas catorce por ciento en industria química de diez punto cuatro por ciento. Habría que pensar, pues, cuanto podría haber crecido más México, por ejemplo, si estuviera uno más ágiles y pragmáticos en el sector energético que tanto está necesitando en términos, por ejemplo, de verdadero. Recientemente anunció estas mega invenciones que va a ser en el resto del mundo más de cuarenta mil millones de euros, en los cuales bueno, pues una buena parte, la mitad severas en los Estados Unidos. Pero bueno, pues ese es el asumido cuando la vi en otros temas, le cuento que hay reportes de que hay protestas en una de las fábricas de Foods Co que fabrica los hay Fon haya ensanchó un en Chile esto porque bueno, pues si en las políticas de cero Cobi y muchos de los trabajadores han protestado justamente y P digamos, bajo varias situaciones, al parecer muchos temen que no les pudiese empañar, sino están trabajando. Sí, sí, están confinados. Por otro lado, Fox con ya dijo que está trabajando con las autoridades y con los propios trabajadores para evitar actos de violencia porque se ven enfrentamiento significativo entre en los trabajadores y la policía. Y bueno, pues esto es un asunto delicado que tiene consecuencia Es significativa, sobre todo, pues para el sector de los artículos electrónicos, particularmente para el con, pero también, por supuesto, desde el punto de vista social, allá en China y bueno, es raro observar que en China está ocurriendo algo por este de esta naturaleza En otros temas. Le cuento que Mas da presentó un plan de inversión por diez mil seis cientos millones de dólares para el desarrollo de vehículos eléctricos Además. La compañía, indicó, está considerando invertir en la producción de baterías para este tipo de unidades. El tanto elevó su objetivo de ventas para estos modelos y espera que alcancen el cuarenta por ciento de los autos que por lo que en el mercado el año dos mil treinta recordar qué más hacer una planta que en México No dijeron nada al respecto, pero es evidente que México tiene que estar listo en lo que le hice hace un rato para seguir atrayendo inversión, sobre todo para seguir teniendo potencia económica vinculada. Obviamente Además a muchos puestos de trabajo. Y esto, bueno, requiere una transformación, no sólo el término de las habilidades de los ingenieros en la producción de vehículos eléctricos, pero también novio en el cambio de la matriz eléctrica. Porque finalmente ese es el objetivo final. Esta transición de los vehículos de combustión Internet la motores eléctricos. El proyecto es parecido al que tienen otros rivales también japonés, como Toyota y Fonda, que han sido señalados por algunos activistas por considerar que va en un lento hacia los vehículos centrales. Bueno, le entorno son diez mil seis cientos millones de dólares Sin embargo. Bueno, pues ahí esta el cambio que anunció más. Lo lado, la senadora de Estados Unidos, que encabeza el pan en antimonopolios en el clavo echar, anunció que llevará a cabo una audiencia sobre la falta de competencia de Industria lamenta e vuele torno de los presos citados para que las entradas para la que la cantante Taylor se resulta que bueno, por favor, quedaron Meca mismo para evitar la reventa. Ese mecanismo falló miserablemente y pues muchos de los fans de esta cantante no pudieron acceder y realmente que que van a hacer. Es el único jugador en Estados Unidos en términos de la venta de boletos y cualquier problema, pues prácticamente Hace y complica la vida a los"
"ZXDiy5og","107_7_MTY","2022-11-23 06:10:00.000","Es humidores. En ese contexto, pues se han dicho que los van a investigar la inmediación, por cierto, con prácticas máster en dos mil dos por dos mil quinientos millones de dólares. La semana pasada el sitio Ticketmaster pedimos colapso. Cuando salieron los boletos para la eras el sol te te lo Suez. Sólo pudieron vender dos mil perdón, un millón y medio de entradas de dos punto cinco millones de personas que en entrar, que tienen la confirmación, en fin, tu escuchada y algunos relatos de cómo fue todo este asunto. Y bueno, pues muy frustrante para los fans de esta cantante y en Estados Unidos, que ha generado muchísimo revuelo. Cuando la le cuento que el empresario que tecnología Horizon invertirá un semi no es el billón de dólares durante los próximos diez años. En un programa de investigación del seis que su con sede en Reino Unido Este proyecto involucrará académicos y proveedores de servicios, además de que se centra en áreas de investigación de seis que relacionadas con la residencia de red de seguridad e inteligencia Especial Eficiencia energética. La empresa mencionó que contratar a veinte investigadores dedicados hay y se apoyará a estudiantes que van a liderar diversos proyectos de investigación. Pues no explica qué es exactamente las seis que cada tecnología que se presenta cada diez años, la mayoría los con Sanz y para que el seis que llegará así a dos mil treinta, pues es, digamos, la cantidad de información que se puede permitir en un con intensidad. Y bueno, pues eso sería, pero habría que averiguar exactamente qué a qué se refiere, que implica el seis que. Pero bueno, pues por lo menos es una cantidad enorme en la que están ya invirtiendo en Ericsson. Y bueno, se empieza a hablar. Por ejemplo, digamos de esta sexta en generación de conectividad móvil que evidentemente pues conectará. Ya estamos en Internet de las cosas con el cinco G y seguramente, pues todavía tendrá más ancho de banda en esta situación. es un corte. Regresamos con más. Esto es imagen empresarial. Inteligencia de Negocios. Atencia tenemos opciones para elegir entre distintas ofertas de servicios. Por eso el diecisiete de sanciona las conductas que dañan la libre competencia en los servicios digitales de telecomunicaciones, radio y televisión. Así todas las personas usuarias ganamos. Vamos competir Doña Queta a México Instituto Federal de Telecomunicaciones."
"ZXDiy5og","107_7_MTY","2022-11-23 06:15:00.000","El martes el tipo de cambio se mantuvo estable frente al dólar en las ventanillas de los bancos. Por su parte del dolar interbancario, noticia del mismo. Son las seis de la mañana con mil siete minutos. Es próxima, estén empresarial. Y esta mañana está con nosotros porque Emilio se les el fundador y siguió de Big Gay. Espero haberlo dicho bien. Quiere decir puente Thai, pero ahora nos va a contar el Big Five Exactamente cual que cómo estás? Buenos días. Cómo se pronuncia por un fall. Buenos días. Todo bien? Lo pronuncias? Que perfectamente. Oye, y la verdad es que no puedes espacion entre los que lo que haces. Pero cuéntale a la audiencia de que no escucha, a que te a qué se dedica. Muy fácil me ha hecho. Es una idéntica al bata experto, que también funciona cuando no tenemos Internet por quienes han mor- Bluetooth para con el claro celular directamente de uno u otro. Entonces no puedes utilizar cuando se basa en un concierto, en un estadio fútbol, pero también cuando ha habido algún desastre natural, lo con este gobierno, le falta el oro o no te encuentro en una zona. Los que interesante, O sea, por ejemplo, a que en la sede en México es común, bueno y en todo el mundo. Pero cuando hay un temblor fuerte, un terromoto, lo que suele ocurrir es que todo el mundo le quiere desmarcar a sus familiares y automáticamente la realeza de funcionar en un momento crítico no pueda. Nos traten de emergencia por Solbes fundamental y entras en el caso de lo que de lo que hacen la compañía, que tu fundas te es que las redes, todos, digamos, se interconecta y eso permite mandar un mensaje. Es así yo como el que se creando, pero no se hizo. Son redes que se crearon de manera espontánea, Denilson redes locales. No podemos mandar mensajes, digamos a otra ciudad. Sin embargo, si puedes mandar mensajes a ciento seis cientos de metros a tu alrededor, entonces sirve para conectarnos con Templeman a un poquito más local. Ya este y por ejemplo, lo mencionó, expidieron ejemplo cuando con cinco, cuando con diecisiete no sea México. Ahí fue donde más descargas nos han caído. Es que nos habían caído, sí, entonces porque la gente es en que uno de los pocos que estaban conectando entre sí ahí en la, en la calle para por encontrar al perdón claro y y o sea, digamos que mi tel el teléfono con ustedes se convierte en una suerte de Torres celular pequeña. No en términos de lo que menciona. Estas en una cierta son y a partir de ahí y que ocurre? Por ejemplo, se llamando Estás bien? Es el mensaje. Estás bien? Se conecta a otros Celular Diga Gusta diez metros y se a su vez se conecta a otros diez metros hasta que llega al usuario final. O como como función Si. Básicamente se crea en cadena utilizando perros y son casi el metro. Entonces, si tú y yo estamos haciendo entre los podemos enviarnos mensajes sin problema. Sin embargo, sigue. Quiero contratar alguien que esté, digamos, a trescientos metros. Entonces mi mensaje salta sobre, digamos tus anulada. Evitó hablar de alguien más hasta que llega a la persona que yo quiero contactar."
"ZXDiy5og","107_7_MTY","2022-11-23 06:20:00.000","no, no se utilizó para conectarse al Internet. Si son redes locales como un un radio no de de manera y inmediato afecta al que fantástico y cómo, Cómo? En qué consiste esta tecnología? O sea, como la desarrollas. empezó en el dos mil catorce ya este y tratamos de construir algo que funcionará a aún y cuando hubiera sido un cinismo, entonces dijimos Bueno, él los hace meses. Por ejemplo, las llamadas también dejan de funcionar. Perdemos acceso. Nuestro plan de datos, entonces en Internet también ya no está disponible. Sin embargo en Plutón está ahí independientemente de si estás entra yo de mar en un crucero. Se trata de un avión que tan odiado de ochenta mil personado ti y a un sismo. Entonces empezamos a planear la alrededor de utilizarlo tus, que es una antena que todos los dispositivos tienen hoy. Entonces Astori que nos ha ido muy bien y además de ocho punto cinco millones de descargas. Y le hemos ayudado a muchísimas personas en muchísimas diferentes circunstancias. Claro. Y cuál es el modelo de negocio? Es decir, como ganen menos es En. La AP tiene a que a nadie le guste. Entonces también es Motta. Yo creo dos o tres semanas de sacar una versión de nuestra que vas a fuer para él un dolar y se puede quitar los y también tenemos la tecnología a otras empresas. Entonces imagínate que algún día pronto Esperemos cuando utilizar q ver cuatro todos ellos Messi Miguel o lo que tu quieras, también cuando no tengamos invitarme, entonces que no, no se mueve. Un negocio que está basado en la que también un mal negocio se basa en venderle a otros empresa como nació inicialmente hacer en dos mil catorce en un Esa cazón es un concurso de tecnología Puede Tienes tres días para construir ideal y construir un producto de donde nos ocurrió. Vamos a construir algo que pueda ser utilizado después de los sismos en las siete de México Así fue como comenzó ya este. Nos hemos hablado muchísimo el hubo muchísima recepción impositiva de la gente. Entonces decidimos cuentro oírlo en una empresa interesante. Ahora eso para que México en donde estaban, lengua de la cara donde estamos. En la ciudad de México hay todo el mejor, el concurso y después no conseguimos inversión en México. No lo logramos en persona en podamos dado Francisco California donde pudimos concretar inversión y después de no regresamos en Egipto habiendo levantado de inversión y construir más el equipo. Hay una declaración en México y ahora ya estamos todo el grupo Cuál. Dirías tú que fue la diferencia entre no levantar cap tal. Quizás en ese entonces no había. No era tan vibrante, le cueste más de capital de riesgo. Parecería que ahora, bueno, en este dos mil veintidós ya estás otra vez cambiando. Pero pero como fue? Digamos, cuál fue la curva de aprendizaje para llegar a San Francisco y que le hicieran caso o simplemente estar ahí? Hacer el mismo piche en San Francisco les dio resultado versus México. La verdad es que en aquel entonces no teníamos producto, no tenían por mi. Yo era de cómo llegamos a monetizar. Simplemente éramos tres personas. Comunidad entonces era en aquel entonces un poquito temprano para el ecosistema mexicanos y había muchísima inversión Sin embargo, llegarán tres personas que nunca habían creado una empresa antes y tendría dominaron para algo que ni tele Cristhian literata. Ha comprobado que la gente luego quería que era un poquito más complicado. En cambio. Denuncia precisó. Pues si se escribían cheque el para cualquier cosa, No? Entonces veinte de había un poquito mejor de recepción para detentaba sentencia sobre un idea Este. Y dicho y hecho, No. Ahí fue donde levantamos capital próximo. Bueno, este dinero nos puede durar un poco entra Francisco muchísimo tiempo en la ciudad de México. Entonces regresa. Por cierto, dónde abriremos oficinas en la ciudad? México y te vale. Pero ésta no está vigente en Monterrey, pero no de inmediato e c- hoy cuantos son? Cuántas personas no valen diez tomos, once como son? Cedemos mantenido el equipo? Pequeño propósito. De hecho, estamos tratando de volar lo que hizo basado que ahora a las que les ha dicho Faltan solamente tiene setenta y cinco personas trabajando en ella. Y le llevaron a mi miedo de usuarios hace unos años apenas tenían creo que cuarenta y ocho. Cuarenta y nueve personas que cuentas Queremos hacer eso. Queremos construir algo que le llegue a miles de millones de personas, pero con equipo pequeño pero comprometido hoy. Y entre que levantaron este capital y finalmente tuvieron un producto Cuanto tiempo pasó? Como fue y que una pregunta este sacamos una versión de la La primera oración fue en dos mil quince, pero tenía muchísimos problemas. No estás Table de hablar? Hemos probado bien, bien, bien, hasta que mediado dos mil diecisiete se como señal región que me gusta muchísimo y las dejamos que público y y dos o tres meses después sucedió el cinco, la Ciudad de México y fue donde nos cayó un pito importante de descargas. Y desde ahí empezamos a levantar un poco más de inversión y desde entonces hemos crecido que así que cuatro cinco x cada año que interesante y de los ocho millones que tienen hoy."
"ZXDiy5og","107_7_MTY","2022-11-23 06:25:00.000","de descargas en donde está la mayor parte de ellos. En Estados Unidos México veía que también, por ejemplo, nunca ni obviamente que se vuelve en un momento bien criticó donde está en veíamos todo el mayor volumen de descargas y cómo funciona, digamos, van llegando. Hay alguna expresión crítica como Ucrania un terremoto. El se Trelles ahí en donde tiene más éxito, como como será Este nuestros. Hoy disfrutan en todo el mundo. Lo verdad la mayoría está en mi alma, está en mi alma, en Estados Unidos y también teníamos muchísimos. Tienes con con troyanos nos va ni a los niños vivieron la pensión. Leyó con con tome interesantes o y la más reciente fue en Ucrania. En los primeros creo que por un cuarenta y ocho fuera usted que empezó la guerra en Ucrania nos cayeron como el mío. Me estarlo entonces la gente ya identificado dicho hay como un recurso Con la aplicación para para descargar cuando va a haber alguna protesta política, cuando hay alguna guerra, pero también cuando haber algún desastre natural Las protestas de con con unos y sobre la ciudad de México La Guerra en Ucrania Tenemos una lista grandecita de ocasiones en las que la gente los ha encontrado. Ud. Lamentablemente, pero Jorge enhorabuena. De verdad que gustó que ingenieros mexicanos pues hayan enfundado esta empresa. Y sobre todo, pues que está tener tanto éxito en un equipo tan pequeño como ella. Menciones estaban, abrazo ellos, pero seguir en contacto. Muchas gracias. Ahí escuchamos. Vivimos al porque Ríos fundador y sí, o de golf Hay vamos en un cortés próxima queen empresarial. Regresamos con más. Inteligencia de Negocios. Volvo Este setenta plugins aire dieciocho aceite y se estrena lo desde novecientos cuatro mil novecientos vetos al pagar de contado a una tasa preferencial del cinco punto noventa y ocho por ciento a doce meses para Todos los caminos de tu vida Descubre más de futuro eléctrico en Volvo Cars Culto donde abonarme x consulta términos y condición porque la información es investigación profunda. Porta y un esta viernes once PN sábados y domingos. Te. Invitamos a que nos acompañen todos los sábados. está en un impuesto hoy. Tengo en vano. House se olvidan de su fusión luego de que una juez federal de la Unión Americana bloqueará la transacción con"
"ZXDiy5og","107_7_MTY","2022-11-23 06:30:00.000","bajo el argumento de evitar prácticas monopolistas. Paramos, propietaria de esta en un Soto y no apoyo que se quiere, acabó oficio de apelación y de coger el acuerdo caducara desde el pasado treinta y uno de octubre la jueza de distrito florista El camino que una fusión de las dos firmas reduciría la competencia en el sector de empresas editoriales debido a que combinadas representarían el veinticinco por ciento de todos los libros impresos Ben Unidos en el mercado estadounidense Además. La autoridad señaló que la operación supondría una disminución de los ingresos que reciben los autores debido a la reducción de la competencia. De nuevo de la decisión para Mar será libre de explorar una nueva venta de salmones, A esto es que recibirá por parte del proyecto Huismann. La dueña defendió en una Comisión de ruptura de dos cientos millones de dólares como resultado del fracaso de la transacción Son las seis de la mañana con treinta y un minutos. El próxima que el empresarial y esta mañana está con nosotros Luis Gomes consumen ellas de de éducation Forest en México porque publicaron justamente el índice del dominio del inglés, que hoy lo van a dar a conocer un punto de las vías y que le agradezco doblemente a Luis que este temprano a quienes más que me empecé la Muñiz a conocer los resultados Luis como estas. Hola, Qué tal? Muy, muy buenos días. Todo muy bien. Gracias por recibirnos. Por muchos años en que al Pato Vitoria analizan a dos millones cien mil personas en ciento once países, obviamente incluyendo México a través del y el Standard hindú. Usted es así, verdad? Es. Correcto. Justamente el El índice Empire mide el dominio del idioma inglés en estos ciento doce países que no son nativos del inglés Además analiza la correlación que existe del el inglés frente a la competitividad de los países en términos económicos Productividad, capital humano, innovación. Entonces este estudio, como justamente los señalas si soy dos punto uno millones de participantes en el mundo. Y bueno, su primera edición fue en el dos mil once. Hoy. Ya tenemos prácticamente a once años que este ranking ha tenido y arrojado información muy interesante para todo el mundo. Claro, Quién aparecen en el primer lugar? O sea que es quien cuál es el país que tenemos con inglés? Los países que generalmente ocupan los rankings más altos son los países descaminados, generalmente en en En este estudio, los países de esa región son los que logran siempre los, los los dominios muy altos. El primer lugar está ocupado por Países Bajos, que es Holanda también, seguidos de un país asiático que es el segundo lugar que es de de les vamos a decir el sur sureste asiático que Singapur lo tenemos a Austria los otros a Noruega Dinamarca y bueno, es el toro fáilte países. Vamos. Vencimiento cinco. Perdón de países con un dominio muy ahí y en a nivel de América la tiene como estamos. para el de América Latina. Realmente, la verdad es que el nivel es el es bajo, siendo, por ejemplo, Argentina el país de los que tiene un mejor dominio del inglés con en el lugar treinta. Y luego tenemos países de América Latina, cirios como Costa Rica Cuba que ocupan los lugares treinta y seis, setenta y seis, respectivamente. Y luego de ahí nos vamos a Paraguay Olivé Chile tiene un dominio moderado el lugar cuarenta y tres, cuarenta y cuatro y cuarenta y cinco respectivamente. Luego, pues bueno, países centroamericanos ocupan también lugares relativamente bajos como Honduras, El, Salvador y bueno, lamentablemente, en este caso, México. Vamos a una parte donde es el dominio, el más bajo, que es el domini muy bajo que estamos en el lugar ochenta y ocho, seguidos de luego Ecuador, por ejemplo, que es uno de los países que ocupa el dinero y más va. Vaya, vaya, todo sea. Estamos en la posición, según veo. Ochenta y ocho de ciento. Once países. No? Correcto. Ochenta y ocho. Es cierto, como ha evolucionado en estos últimos diez años, que bueno, no sé que llevan en pues que han realizado este, este y"
"ZXDiy5og","107_7_MTY","2022-11-23 06:35:00.000","Ese de procedencia en el inglés. Pues mira, te cuento México, aunque luego la avanzar cuatro posiciones pasando lugar noventa y dos de ciento. Once ciento dos en países en dos mil veintiuno. Ahora pasamos a lugar ochenta y ocho de ciento once países en dos mil veintidós continua. nivel de competitividad muy bajo en el global y buenos permanece como es dimensiones en el penúltimo lugar a nivel Latinoamérica por un trabajador de Ecuador de arriba de Haití. Son algunos datos que, bueno, este estudio arroja sobre nuestro país entonces, algo, por ejemplo interesante de que decir de México es que ningún Estado os ciudad del país alcanzó tener un nivel muy alto o alto en su nivel de inglés. de estados como por ejemplo, que vetaron Jalisco no es volver bomba el informe PSOE Dicho Hakan, son los estados donde se habla el mejor inglés en de cinco, con nivel moderado en dieciséis de nuestros Estados en el nivel muy bajo, sino por el Estado en mis equipo muy bien, los peor calificados. también de nos por ahí que Guadalajara Querétaro Monterrey no en Hermosillo El especial México es una ciudad mejor calificadas en el país, un nivel moderado y que eran al trabajo Veracruz, Valladolid y Saltillo y los hombres de decir que una vez más obtienen un punta que mayor frente a las mujeres, siendo un puntaje entre los cuatro son cincuenta y nueve los pimientos once la puntuación promedio de los mexicanos, que interesante ahora a que se atribuye que han identificado como razón, digamos, del bajo nivel de inglés, porque de México es sobresaliente? No, yo creo que de América Latina por lo menos, pues somos el país más conectado a Estados Unidos a la mayor economía del planeta y una obviamente días para importante mexicanos y de comunidad. A quien haya que habla español, que puede estar en Estados, Unidos en algunas ciudades y no hablan inglés in ahí, tras quedar muy X años, pero de todos sus sistemas, la atención, por ejemplo, con la Argentina no está, pues no tiene ninguna conexión directa con Estados Unidos y sin embargo, pues nos decías tiene tiene buenos niveles de inglés en el contexto de la región. Novio no Sí, por supuesto. Pues yo creo que K. Un influyente. Bastante interesante es Es el número de habitantes que tiene México. Por supuesto que me dentro de la del universo estadístico. Tú te puedes dar cuenta que pues bueno hacer muchísimos mexicanos, el el volumen de personas que deben de tener mira el dato es bastante alto, con lo cual ahí te das cuenta que si bien somos un país de más de ciento diez millones de habitantes, por supuesto que tener una muestra representativa tan grande en un nivel alto significaría tener demasiados mexicanos. Y en realidad, si tú te das cuenta en las ciudades que obtenían un poco, tuvieron un mejor nivel para para Lajara Tetro. Monten ellos remoción, Abascal intensidad ministros sociales que relativamente Tuba no son representativas dentro del país, pero finalmente hay muchas otras secciones que son un poquito más apartadas hospitales teniendo esta conexión fronteriza e incluso uno de los países con mayor intercambio económico con Estados Unidos, pues no tienen esta posibilidad de tener esa relación con con nuestro país de Sin entonces, pues finalmente Akar también una. Los de los temas es que él en la pandemia, porque un impacto muchísimo a los Lagos de las dieciocho a veinte años por el hecho estará entrados, por ejemplo, y pues van a catas. Puente que siendo México el país vecino de un país de habla inglesa nativo, pues necesitamos prensa en el mismo y también con estamos un enfoque de capacitación a los docentes. caras mucho de estas regiones que te mencionada donde no tener un acercamiento tan cercano con, con, con nuestro países, sino pues tampoco hay muchos, vamos a decir profesores que enseñan a un nivel alto el el idioma inglés, inciertas región. Si estoy viendo los datos por ciudad y, por ejemplo, a Guadalajara cianosis quinientos cuarenta y seis puntos está por debajo de ser feo de Chile o Moscú? No. Y estamos hablando del lugar que tiene mejor desarrollo si hemos la Ciudad de México quinientos siete puntos. Pues anda igual que Katmandú coche Ming allá en Vietnam Colomo o poquito bajo que Dubai o Caracas? No. Entonces pues realmente y el de llamar la atención. Esto que menciones sobre todo, pues toda una reflexión, sobre todo porque ahora que México tiene este enorme oportunidad, el famoso universo Green que"
